,name,category_groups_list,country_code,primary_role,homepage_url
883000,Kaufmann and Meier AG,"Science and Engineering,Software",CHE,company,http://www.kmsoft.ch/
883001,Kaufmann Automotive,"Hardware,Software",CHE,company,https://www.kaufmann-automotive.ch
883002,kb suisse,"Content and Publishing,Media and Entertainment",CHE,company,https://www.kb-suisse.ch/
883003,KELCH AG,"Manufacturing,Professional Services",CHE,company,http://kelch.ch/
883004,Keel Marktideen,"Advertising,Internet Services,Sales and Marketing",CHE,company,https://www.marktideen.ch/
883005,Kellenberg Roll Technik AG,Manufacturing,CHE,company,http://www.kellenberg.ch/
883006,Keller and Partner Patentanwalte AG,Professional Services,CHE,company,https://www.kellerpatent.ch/en/
883007,Kellerkom AG,"Consumer Electronics,Hardware",CHE,company,https://www.kellerkom.ch/
883008,Keller Consulting,Professional Services,CHE,company,https://kellerconsulting.ch/
883009,Kelmar AG,"Privacy and Security,Software",CHE,company,http://www.kelmar.ch/
883010,Kesako,"Information Technology,Internet Services",CHE,company,https://www.kesako.net/
883011,Keybusiness Solutions,"Advertising,Design,Sales and Marketing",CHE,company,http://www.keybusiness.ch/
883012,Keymarket AG,Commerce and Shopping,CHE,company,http://www.keymarket.ch/
883013,KF data AG,"Information Technology,Software",CHE,company,https://kfdata.ch/
883014,KFP Five Star Conference Service,"Events,Media and Entertainment,Professional Services",CHE,company,https://kfp.de/en/
883015,KHS,"Administrative Services,Manufacturing",CHE,company,https://www.khs.com/en/
883016,KHT Engineering AG,"Manufacturing,Professional Services,Science and Engineering",CHE,company,https://www.khte.ch/
883017,KICKOFF MEDIA,"Design,Internet Services",CHE,company,https://kickoff.media/
883018,Klaus Haberlin AG,"Commerce and Shopping,Consumer Electronics,Hardware",CHE,company,https://www.klaus-haeberlin.ch/en
883020,Kirchhofer AG,"Manufacturing,Science and Engineering",CHE,company,http://www.kirchhoferag.ch/en/home
883021,Kistler Technik AG,"Food and Beverage,Manufacturing,Software",CHE,company,http://www.kistler-technik.ch/
883022,KLB,"Commerce and Shopping,Manufacturing",CHE,company,http://www.klb.ch/de/home/
883023,Klink,"Apps,Internet Services,Software",CHE,company,https://klink.ch/
883024,Kleiner AG,"Content and Publishing,Design,Internet Services,Media and Entertainment",CHE,company,https://www.kleinerdruck.ch/
883025,Klossner and Partner AG,"Real Estate,Software",CHE,company,https://www.klossner.ch/
883026,KMU Digitalisierung,"Design,Internet Services,Sales and Marketing",CHE,company,https://kmu-digitalisierung.agency/
883027,KMU Partner,Financial Services,CHE,company,http://www.kmupartnergroup.ch/
883028,KM elektronik,"Consumer Electronics,Hardware,Information Technology,Privacy and Security",CHE,company,https://www.km-elektronik.ch/
883029,KMU SWISS,"Events,Media and Entertainment,Sales and Marketing",CHE,company,http://www.kmuswiss.ch/
883030,Kneier Informatik AG,"Information Technology,Professional Services",CHE,company,https://www.kneier.ch/
883031,Kobal Grafik,"Content and Publishing,Design,Media and Entertainment",CHE,company,https://www.kobal-grafik.ch/
883032,Koelliker Buroautomation AG,"Content and Publishing,Media and Entertainment,Professional Services",CHE,company,https://www.koelliker.ch/de
883033,Kohler and Partner,"Administrative Services,Professional Services",CHE,company,https://www.k-p.ch/
883034,Koller Computer GmbH,"Information Technology,Privacy and Security,Software",CHE,company,https://www.koller-computer.ch/
883035,Komdes Webdesign,"Design,Internet Services",CHE,company,https://www.komdes.ch/home.html
883036,koller team,"Advertising,Internet Services,Sales and Marketing",CHE,company,https://koller.team/
883037,Kommunikationsdesign Mori,"Advertising,Sales and Marketing",CHE,company,http://kommunikationsdesign.ch/
883038,Konform,"Design,Professional Services,Real Estate",CHE,company,https://www.konform.ch/index/
883039,Kontex Informatik AG,"Information Technology,Professional Services",CHE,company,http://www.kontex.ch/en/zielsetzung.htm
883040,Konvert,"Advertising,Sales and Marketing",CHE,company,https://www.konvert.ch/
883041,Kopflipartners AG,"Content and Publishing,Design,Media and Entertainment",CHE,company,https://www.koepflipartners.ch/
883042,Kraftwerke Hinterrhein AG,"Administrative Services,Energy,Professional Services",CHE,company,http://www.khr.ch/
883043,Kremos Ketten AG,Manufacturing,CHE,company,https://www.kremos-ketten.ch/
883044,KRIKO Engineering GmbH,"Energy,Information Technology,Manufacturing,Science and Engineering",CHE,company,https://www.kriko.com/
883045,Krinner Schweiz,Real Estate,CHE,company,https://www.krinner.ch/startseite
883046,KRT Engineering Handel AG,"Information Technology,Real Estate",CHE,company,http://krtag.ch/
883047,KSU A Technik AG,"Manufacturing,Transportation",CHE,company,https://www.ksu.ch/gesamtloesungen.html
883048,Kuhn Informatik AG,"Data and Analytics,Education,Software",CHE,company,https://www.kuhninfo.ch/
883049,Kull Laube AG,"Commerce and Shopping,Manufacturing",CHE,company,https://www.kull-laube.ch/
883050,Kulimot AG,Manufacturing,CHE,company,https://www.kulimot.ch/de/
883051,Kummler and Matter,"Consumer Electronics,Hardware",CHE,company,https://www.kuma.ch/en/
883052,Kundert Automation AG,"Science and Engineering,Software",CHE,company,https://www.kundert-automation.ch/
883053,Kung Consulting,"Professional Services,Sales and Marketing",CHE,company,https://www.kueng-consulting.ch/
883054,Kunzler Druck,"Design,Professional Services,Transportation",CHE,company,http://www.kuenzlerdruck.ch/
883055,KunzlerBachmann Directmarketing,"Advertising,Sales and Marketing",CHE,company,https://kbdirect.ch/de/
883056,Kurt Schindler,Professional Services,CHE,company,http://www.kurt-schindler.ch
883057,"Lacher, Gruber and Ianeselli","Advertising,Events,Media and Entertainment,Sales and Marketing",CHE,company,https://www.lgi.ch/
883058,kybun,"Health Care,Sports",CHE,company,https://www.kybun.ch/
883059,Lactell,Real Estate,CHE,company,https://www.lactell.ch/
883060,Lalique Group,"Commerce and Shopping,Consumer Goods",CHE,company,https://lalique-group.com/
883061,LaminAir,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.laminair.ch
883062,LAN Computer Systems,"Consumer Electronics,Hardware,Information Technology,Privacy and Security",CHE,company,https://www.lan.ch/
883063,Lanamatic,Manufacturing,CHE,company,https://www.lanamatic.ch/
883064,LANBACK,"Consumer Electronics,Hardware",CHE,company,https://lanback.ch/
883065,Langhans Innotec,Science and Engineering,CHE,company,https://www.langhansinnotec.ch/
883066,languages4you,Professional Services,CHE,company,https://www.languages4you.ch/
883067,LANNUTTI,"Natural Resources,Sustainability",CHE,company,https://www.lannutti-geneve.ch/
883068,Laserwelt Schweiz,"Energy,Health Care",CHE,company,https://www.laserwelt.ch/
883069,LATAM BUSINESS NETWORK,"Financial Services,Lending and Investments,Sales and Marketing",CHE,company,http://latambusinessnetwork.ch
883070,LB Industrial Solutions,Transportation,CHE,company,https://www.industrialsolutions.ch/
883071,LC Systems,"Data and Analytics,Information Technology",CHE,company,https://www.lcsys.ch/
883072,LCA Automation AG,"Manufacturing,Science and Engineering",CHE,company,https://www.lca.ch/
883073,LCS Engineering,"Other,Software",CHE,company,http://www.lcse.ch
883074,LEAG Antriebstechnik,"Consumer Electronics,Hardware,Manufacturing,Professional Services",CHE,company,http://www.leag.com
883075,LED Application,"Consumer Electronics,Hardware",CHE,company,http://www.ledapplication.ch
883076,Ledergerber and Partner,"Education,Professional Services,Sales and Marketing",CHE,company,https://ledergerber-partner.ch/
883077,Legatech,"Hardware,Information Technology,Other",CHE,company,https://www.legatech.ch/
883078,LEHMANN and PARTNER Informatik,"Administrative Services,Information Technology",CHE,company,http://www.lepa.ch
883079,Legon,"Information Technology,Software",CHE,company,http://www.legon.ch
883080,Lehner Versand,"Commerce and Shopping,Transportation",CHE,company,https://www.lehner-versand.ch/
883081,MABA Informatik,"Administrative Services,Other,Professional Services",CHE,company,https://www.mabainformatik.ch
883082,LEHVOSS Schneider,"Commerce and Shopping,Natural Resources,Science and Engineering",CHE,company,https://www.lehvoss.ch/
883083,Lenaxis,Information Technology,CHE,company,https://www.lenaxis.ch/
883084,Lenze Schmidhauser,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.lenze-schmidhauser.com/
883085,LEiOut,"Advertising,Design,Sales and Marketing",CHE,company,http://www.leiout.ch
883086,Lerchmuller,"Content and Publishing,Media and Entertainment",CHE,company,https://lerchmueller.ch/
883087,Les DIGIVORES,"Internet Services,Media and Entertainment,Sales and Marketing",CHE,company,https://www.lesdigivores.ch/
883088,Lesch and Frei,Media and Entertainment,CHE,company,https://www.leschfrei.ch/
883089,Lescom,"Consumer Electronics,Hardware,Information Technology,Privacy and Security",CHE,company,http://www.lescom.ch
883090,Letec IT Solutions,Information Technology,CHE,company,https://www.letec-it.ch/
883091,Lettra Systeme,"Advertising,Content and Publishing,Media and Entertainment,Sales and Marketing",CHE,company,https://www.lettrasysteme.ch/
883092,LEU Anlagenbau,"Food and Beverage,Manufacturing",CHE,company,https://www.leu-anlagenbau.ch/
883093,Leuthold,"Content and Publishing,Media and Entertainment",CHE,company,https://leuthold-schriften.ch/
883094,Level Consulting,"Administrative Services,Professional Services",CHE,company,https://www.levelconsulting.ch/
883095,Lex Ferenda,"Government and Military,Privacy and Security,Software",CHE,company,https://www.lexferenda.ch
883096,LGF Informatik,"Education,Information Technology,Software",CHE,company,https://www.lgf.ch/
883097,libraTECH,"Information Technology,Privacy and Security,Professional Services",CHE,company,https://www.libratech.ch/
883098,Liechti,"Hardware,Software",CHE,company,http://www.liechti-steuerungen.ch
883099,Lienta GmbH,"Administrative Services,Design,Education,Other",CHE,company,http://www.lienta.ch
883100,Light and Byte,"Commerce and Shopping,Consumer Electronics,Hardware",CHE,company,https://www.lbag.ch/
883101,Lime Tec,"Commerce and Shopping,Hardware,Software",CHE,company,https://www.lime-tec.com/
883102,LINE,"Media and Entertainment,Sales and Marketing,Software",CHE,company,https://line.ch/
883103,Link Fabrik,"Internet Services,Sales and Marketing",CHE,company,https://www.link-fabrik.com/
883104,LINK Institut,"Data and Analytics,Design",CHE,company,https://www.link.ch/
883105,Lionprint,"Commerce and Shopping,Content and Publishing,Media and Entertainment",CHE,company,https://lionprint.ch/
883106,Lippuner,"Energy,Science and Engineering",CHE,company,https://www.lippuner-emt.com/
883107,Lisag,"Data and Analytics,Navigation and Mapping",CHE,company,https://www.lisag.ch/
883108,Litex AG,"Advertising,Commerce and Shopping,Sales and Marketing",CHE,company,http://www.litex.ch/
883109,Lithomatic,"Content and Publishing,Design,Media and Entertainment",CHE,company,http://www.lithomatic.ch
883110,Littlebit Technology,"Commerce and Shopping,Consumer Electronics,Hardware,Information Technology",CHE,company,https://www.littlebit.ch/
883111,LIWAG Industrieofenbau and Warmetechnik AG,"Design,Hardware,Real Estate",CHE,company,http://www.liwag.ch/
883112,Liwoton,"Education,Professional Services",CHE,company,https://www.liwoton.ch/
883113,LMRH and Partners Sarl,Professional Services,CHE,company,http://www.lmrh.ch/
883114,Lo Greco Law Consulting,"Government and Military,Information Technology,Privacy and Security,Professional Services",CHE,company,https://logreco-lawconsulting.swiss/
883115,Loftsoft IT,"Education,Information Technology,Software",CHE,company,https://loftsoft.ch/
883116,Logic Design,"Design,Professional Services",CHE,company,https://www.logic-design.com/
883117,Logismata,Professional Services,CHE,company,http://www.logismata.ch
883118,Logipoint,Information Technology,CHE,company,https://www.logipoint.ch/
883119,Logjob,"Professional Services,Transportation",CHE,company,https://www.logjob.ch/
883120,LogObject,Software,CHE,company,https://www.logobject.ch/
883121,Logx,Information Technology,CHE,company,http://www.logx.ch
883122,Logystem,"Education,Software",CHE,company,http://www.logystem.ch
883123,Longday,Commerce and Shopping,CHE,company,http://www.longday.biz
883124,Mabag AG,"Real Estate,Software",CHE,company,https://www.mabagag.ch
883125,MacRobi,Information Technology,CHE,company,https://www.macrobi.ch/
883126,Macos,"Information Technology,Manufacturing,Software",CHE,company,https://www.macos.ch
883127,Macrogram,"Professional Services,Software",CHE,company,https://www.macrogram.ch
883128,MacTech,Software,CHE,company,https://mactech.ch
883129,Magasoft,"Information Technology,Internet Services",CHE,company,http://www.magasoft.ch
883130,MADLER,"Manufacturing,Science and Engineering",CHE,company,https://www.maedler.ch/
883131,Magic Fox,"Media and Entertainment,Video",CHE,company,http://www.magicfox.com
883132,Magma Branding,"Advertising,Sales and Marketing",CHE,company,https://www.magma-branding.ch
883133,Magic Pencil,"Advertising,Sales and Marketing",CHE,company,https://www.magicpencil.ch/
883134,Main Metall,"Manufacturing,Science and Engineering",CHE,company,http://www.main-metall.com
883135,MAHO GmbH,"Information Technology,Professional Services",CHE,company,https://www.maho.ch
883136,Makro Art,"Content and Publishing,Manufacturing,Media and Entertainment",CHE,company,https://www.makroart.ch
883137,maku ag,"Manufacturing,Professional Services,Science and Engineering",CHE,company,http://www.maku-ag.ch
883138,Managerworld,Internet Services,CHE,company,http://www.managerworld.ch
883139,MANO WERBETECHNIK,"Advertising,Sales and Marketing",CHE,company,https://www.mano-werbetechnik.ch/
883140,Mantel Digital,"Content and Publishing,Manufacturing,Media and Entertainment",CHE,company,http://www.mantel.ch
883141,MarketingPoint,Administrative Services,CHE,company,https://www.marketingpoint.ch
883142,marketingspot,"Advertising,Events,Media and Entertainment,Sales and Marketing",CHE,company,https://marketingspot.ch
883143,MARKSA,Manufacturing,CHE,company,http://www.marksa.ch
883144,Markus Durig Informatik,Information Technology,CHE,company,https://www.mdi.ch
